Booking_Lead_Time,Fare_Class,Seats_Available,Seats_Booked,Competitor_Price,Fuel_Price,Public_Holiday,Weather_Impact
307,0,347,111,162,0.52,0,0
95,2,106,87,325,1.85,0,0
148,1,365,127,1108,0.75,0,0
195,0,191,129,1118,0.52,1,0
25,1,101,51,1030,2.36,0,1
51,1,223,195,288,2.04,0,0
127,1,240,123,462,1.74,0,0
318,0,175,153,613,3.0,0,0
16,1,185,96,521,0.77,0,0
66,1,272,181,1072,1.78,0,0
250,0,377,53,1217,3.43,0,0
232,1,216,143,919,0.66,0,0
34,1,113,71,351,2.51,0,2
27,1,345,82,457,2.43,0,0
24,1,345,242,805,2.3,0,2
37,0,127,117,164,1.65,0,0
11,1,183,78,355,1.37,0,0
356,1,167,147,328,1.37,1,3
248,0,200,162,904,0.62,0,0
233,1,259,127,721,1.26,1,3
68,1,117,93,1183,2.05,0,0
41,1,356,326,470,2.95,0,0
99,1,329,54,1028,1.31,0,0
246,1,215,207,1228,2.76,0,0
23,1,330,208,592,3.33,0,0
217,1,162,55,896,0.52,1,0
99,2,382,170,994,1.02,1,0
320,1,239,137,373,1.61,0,0
34,1,248,169,1104,0.51,0,2
72,1,145,58,154,3.01,0,0
95,2,246,185,430,1.79,0,0
51,0,192,112,966,1.2,0,0
197,1,186,108,1106,3.06,0,2
263,1,345,324,599,1.64,0,3
338,0,175,167,655,3.03,0,1
248,1,348,98,455,2.73,0,0
358,1,200,150,147,2.16,0,0
140,1,162,59,428,2.73,1,0
116,1,393,102,811,1.03,0,0
350,1,313,310,583,2.83,0,0
364,1,221,95,1083,2.06,0,0
105,1,271,57,691,2.97,0,3
25,1,218,179,799,3.14,0,3
35,1,145,129,420,3.31,0,1
176,1,176,150,330,1.88,0,1
350,1,398,174,257,2.59,0,0
270,1,370,320,369,2.67,0,1
52,1,112,77,1197,3.21,1,0
218,1,177,88,493,1.94,0,0
16,0,138,78,170,3.31,0,0
98,0,208,59,722,1.9,0,2
62,2,208,54,114,2.75,0,0
207,1,208,157,465,1.82,0,0
77,1,335,150,1011,2.17,0,0
64,1,229,68,603,2.77,1,0
1,0,362,160,626,2.3,1,0
192,1,267,266,1127,1.32,0,0
337,2,279,249,1148,3.33,0,0
153,0,179,151,560,2.01,0,0
139,0,351,292,677,1.86,0,2
2,1,322,205,1235,2.22,0,0
243,1,317,219,180,2.13,1,0
38,1,331,167,562,2.18,1,1
51,1,297,240,531,1.1,0,2
227,1,278,268,246,2.1,0,0
323,0,189,167,261,2.29,0,0
99,1,187,174,254,2.12,1,3
105,0,205,119,695,3.01,0,0
214,1,334,288,988,3.19,0,2
279,1,191,95,238,2.34,1,0
54,1,137,61,665,1.34,0,0
254,2,137,104,501,1.13,0,0
139,2,197,152,1204,2.35,0,2
56,1,373,76,1104,2.84,0,0
71,0,176,166,604,3.15,0,0
125,1,150,132,870,0.76,1,0
284,0,179,59,791,2.62,0,0
120,1,105,101,1119,1.98,0,0
238,0,239,60,358,2.9,1,0
50,1,171,76,591,2.04,1,2
21,1,314,171,580,3.41,0,2
90,1,274,174,748,3.1,0,0
111,1,222,112,436,1.21,0,0
233,0,108,85,84,3.34,1,2
204,2,182,50,907,1.59,0,0
307,1,128,115,531,2.25,0,0
63,0,211,193,396,2.53,0,2
228,1,127,116,315,2.4,0,0
88,0,287,248,135,1.04,0,3
294,1,213,188,543,1.9,0,1
288,1,246,122,339,3.13,0,1
101,1,216,88,761,1.33,0,0
273,0,132,98,573,3.42,0,0
6,1,209,114,220,1.62,0,0
348,1,243,210,1157,1.4,0,0
124,2,314,148,965,2.1,0,0
20,2,269,155,467,3.24,0,0
86,1,164,127,188,1.63,0,3
114,1,314,136,248,2.55,0,1
175,2,337,207,1030,1.01,0,0
67,1,219,158,446,1.69,0,0
252,1,332,164,75,3.1,0,0
267,1,323,255,753,1.74,0,0
27,1,109,92,733,3.15,0,0
351,0,220,133,611,1.14,0,0
131,1,117,51,950,0.98,0,3
129,1,146,133,391,2.94,0,0
101,1,313,169,1195,3.32,0,2
251,1,296,155,532,1.95,0,0
41,0,258,158,686,1.4,1,0
89,0,354,204,1159,2.56,0,0
225,0,349,213,756,2.99,0,0
94,1,341,206,798,2.54,0,0
166,2,269,250,941,1.89,0,0
15,1,372,89,486,1.78,0,0
125,1,277,56,118,3.48,0,0
282,1,172,72,229,2.94,0,0
254,1,107,75,998,2.88,0,3
319,1,361,174,270,2.34,0,0
7,0,121,100,419,2.47,0,0
163,1,223,167,522,2.71,1,0
144,1,184,165,157,2.43,0,0
334,1,105,88,992,0.93,0,2
251,1,297,210,1128,2.53,0,0
120,1,104,85,154,1.29,0,0
63,0,315,102,742,1.37,0,3
23,0,280,168,964,3.46,1,0
344,0,153,60,748,1.42,1,2
158,1,236,78,869,2.43,0,0
68,1,226,171,1142,1.57,0,2
42,1,206,175,382,0.97,0,0
130,1,173,65,1096,3.06,1,0
277,0,122,115,332,2.73,0,1
242,0,176,97,613,1.99,0,0
52,2,199,60,843,0.96,0,2
253,1,275,154,116,3.32,0,2
338,0,164,59,920,1.56,0,0
359,1,120,65,190,1.87,0,0
158,1,299,288,569,0.71,0,0
313,2,386,74,519,0.55,0,0
72,1,281,84,271,3.15,0,0
207,1,362,149,782,3.34,0,2
248,1,203,168,837,1.57,0,0
353,1,134,57,596,0.62,0,0
78,1,245,149,505,1.68,0,0
294,1,131,105,911,0.7,0,0
343,1,259,175,460,2.87,0,2
91,1,385,168,891,0.84,0,1
325,1,193,78,401,1.7,0,0
284,1,102,65,1172,2.95,0,0
354,1,283,246,786,1.1,0,0
343,1,182,167,695,3.49,0,0
295,1,287,83,903,0.87,0,2
134,0,197,117,288,3.01,0,0
157,1,395,347,114,1.21,0,2
307,1,304,55,551,2.92,1,0
260,1,136,104,1033,0.64,0,0
187,1,268,60,81,1.48,0,0
291,1,359,144,448,2.0,0,0
135,0,260,242,961,1.7,0,0
28,1,296,74,717,1.8,0,3
247,2,183,50,818,2.9,0,2
142,1,150,89,469,1.32,0,0
91,0,305,160,581,3.29,0,0
83,1,264,53,74,2.66,0,0
234,0,348,168,878,3.27,1,0
168,1,131,113,300,0.92,0,0
177,1,375,166,277,3.07,0,0
181,2,367,189,777,0.66,0,0
276,2,321,130,488,3.47,1,0
107,1,306,73,1063,0.81,0,0
169,1,155,104,423,2.97,0,0
23,1,225,148,740,1.57,0,0
304,1,248,53,552,2.58,0,0
124,1,261,148,122,2.84,0,1
30,1,209,96,-18,2.22,0,0
98,1,196,56,306,3.37,0,0
69,1,180,104,548,2.91,1,0
31,0,334,291,1085,3.36,1,0
154,1,272,60,672,2.32,0,0
144,1,335,334,1025,3.17,0,0
6,2,188,93,1096,3.02,0,2
131,1,266,248,966,3.14,0,2
295,2,136,82,908,1.09,0,0
120,1,357,101,291,2.03,0,0
251,1,306,159,974,0.56,0,0
271,1,278,157,389,1.19,1,0
264,1,297,72,920,1.08,0,0
347,1,235,185,380,1.79,0,3
219,1,223,115,946,2.57,0,0
291,1,341,58,702,1.25,0,2
48,0,347,149,1123,3.12,0,2
285,1,169,111,839,1.9,0,0
60,0,115,68,446,1.16,0,0
176,0,146,62,992,2.2,0,1
44,0,319,208,78,0.93,1,0
202,1,352,83,976,1.05,0,2
166,2,310,102,992,2.01,0,0
18,1,251,123,411,1.45,0,3
237,0,314,108,747,0.95,0,0
174,1,153,52,273,1.12,1,0
190,1,221,206,610,2.08,0,2
322,1,255,234,171,0.51,0,1
195,1,260,219,1031,2.3,1,2
186,1,308,190,1147,1.28,0,3
26,1,352,230,1007,1.31,1,3
95,0,204,53,193,2.69,0,0
151,0,371,109,974,2.41,1,0
77,0,299,237,244,2.77,0,2
26,1,118,51,294,1.53,0,0
92,1,322,88,1185,1.7,0,1
20,0,299,134,569,1.99,0,3
110,1,224,218,958,2.44,0,0
201,1,378,199,236,2.53,0,0
76,1,355,54,371,1.53,0,0
97,0,305,105,1047,2.0,0,2
253,0,132,58,950,2.74,0,0
140,0,376,194,1003,2.33,0,2
355,1,265,132,914,0.57,0,0
340,1,358,281,230,1.61,1,0
240,1,258,189,959,0.77,1,0
343,1,183,56,527,0.7,0,0
177,1,132,116,298,2.08,0,0
162,2,327,82,501,1.72,1,3
280,1,240,173,872,1.69,0,0
17,2,365,225,395,1.65,1,2
13,0,247,223,731,1.97,0,0
282,1,126,55,1145,2.71,1,0
188,0,285,151,73,2.94,0,0
112,1,209,119,208,2.98,1,2
277,1,223,66,962,1.03,1,1
61,0,139,50,311,3.41,1,0
201,1,130,89,987,3.14,0,0
133,1,135,123,294,1.77,0,0
347,1,106,75,852,2.05,0,0
38,1,385,112,287,0.72,0,0
343,0,165,134,564,2.77,0,0
101,1,108,88,1255,0.69,0,0
281,1,280,274,1194,3.36,0,2
237,1,124,94,877,0.73,0,2
146,0,291,53,786,1.1,0,0
322,2,113,100,281,0.87,0,3
182,1,361,235,865,0.76,0,1
154,1,199,79,391,2.74,0,0
346,1,149,101,175,2.39,0,2
353,1,192,110,1108,0.78,0,0
95,1,189,59,628,2.82,0,0
146,1,330,252,132,0.68,0,0
111,1,213,113,1098,2.33,0,0
359,1,114,74,913,2.69,0,0
358,1,334,257,376,2.43,0,0
308,1,339,111,546,2.3,0,0
103,1,266,207,683,2.41,0,0
19,1,367,218,933,3.19,0,0
274,1,332,280,270,0.74,0,0
22,1,213,191,364,3.06,0,0
269,1,197,194,599,1.57,0,0
198,1,142,64,299,3.44,0,2
182,1,196,69,222,3.09,0,0
161,1,129,58,1050,0.62,0,0
242,1,229,93,526,3.33,1,3
43,0,163,118,843,3.2,0,1
18,1,284,243,1008,2.07,0,2
180,0,252,247,91,2.75,0,2
135,1,367,111,1152,1.08,0,3
184,1,142,129,557,1.32,0,0
294,0,396,375,880,0.97,0,0
280,1,211,95,1075,0.52,0,0
201,1,123,86,132,2.25,0,2
283,0,226,120,199,2.96,0,0
58,1,163,67,36,1.72,1,3
46,1,336,268,1062,2.97,0,0
87,0,266,56,258,1.61,0,0
240,1,295,79,117,1.7,0,0
206,1,379,322,704,0.62,0,0
17,1,119,88,233,2.41,0,0
47,0,354,76,712,0.9,0,3
364,0,253,118,499,2.01,1,0
361,0,364,155,219,0.75,0,0
253,1,224,157,806,1.72,0,2
127,1,351,67,841,0.6,0,0
122,1,106,102,1080,2.82,0,0
271,1,125,101,454,3.4,0,0
42,1,143,70,472,1.7,0,0
175,1,243,137,971,1.13,0,3
193,1,351,274,788,1.17,0,2
135,1,209,185,782,3.11,0,0
222,1,127,118,705,2.72,0,1
215,1,130,85,71,1.91,0,0
28,1,373,283,1103,1.19,1,0
247,1,171,156,474,2.49,0,0
254,2,202,59,533,2.42,0,0
209,1,293,235,781,1.17,0,0
243,1,158,55,425,2.66,1,0
131,1,140,120,563,3.25,0,0
200,1,311,129,1087,2.32,0,2
39,0,178,54,1061,3.01,0,2
184,1,129,85,152,2.37,0,3
304,1,385,339,738,3.16,0,0
170,1,336,63,894,1.12,0,0
36,1,179,79,336,1.89,1,0
36,1,381,106,904,2.96,1,0
298,1,391,182,852,2.05,0,0
70,1,328,305,559,3.41,0,3
213,0,237,181,218,1.57,0,0
8,1,141,115,594,1.95,0,2
30,1,152,81,849,2.26,0,0
218,1,249,172,107,2.95,0,3
115,1,261,243,584,0.82,0,0
187,2,321,233,1022,2.66,0,0
311,1,220,197,754,0.83,0,3
261,2,109,94,621,0.85,0,0
287,0,257,151,50,1.4,0,0
154,1,110,92,861,0.94,0,0
308,1,385,364,1191,3.47,0,0
105,1,272,177,384,2.08,1,0
53,1,171,166,500,0.98,0,0
339,0,282,69,801,1.16,0,0
344,1,237,171,506,1.67,0,3
129,0,294,209,534,1.67,0,0
285,1,122,101,230,1.25,0,0
190,1,267,206,922,2.34,0,0
333,0,174,103,484,0.94,0,0
337,0,328,166,709,1.21,0,3
57,1,155,82,431,3.35,0,0
30,2,362,102,613,1.21,1,0
334,1,109,82,681,2.06,0,2
107,2,367,172,156,2.96,1,0
189,0,284,206,578,1.26,1,0
283,1,164,87,685,3.09,0,0
352,0,103,91,185,3.49,0,0
207,1,391,287,341,2.19,0,0
134,1,292,270,820,2.39,1,0
71,1,224,103,987,3.13,0,0
351,1,393,63,134,3.49,0,0
199,1,237,175,288,3.07,0,2
285,1,196,102,510,1.18,0,0
3,0,291,82,1078,0.73,1,0
301,0,209,155,745,2.46,0,2
285,1,302,274,820,3.4,0,0
194,2,103,58,1048,3.34,0,0
66,1,399,237,632,3.17,0,2
240,1,122,99,378,1.52,0,0
39,1,217,165,285,1.59,1,0
23,1,275,135,1057,3.37,1,2
296,1,273,216,140,1.78,0,0
53,1,260,198,719,3.15,0,0
235,1,327,225,772,2.58,0,0
2,1,251,184,296,1.55,0,2
206,1,221,84,568,1.04,0,0
212,1,102,56,12,3.45,1,0
179,1,225,172,914,2.52,0,0
133,0,265,216,1124,0.6,0,0
84,2,347,243,189,2.42,0,3
125,1,305,139,430,3.44,0,2
299,0,310,69,1012,1.66,0,0
301,1,253,109,409,2.93,0,0
75,1,183,78,525,2.44,0,0
12,1,340,287,105,1.01,0,0
291,1,130,85,1042,1.4,0,0
75,1,250,171,957,0.69,0,0
123,1,181,148,42,2.59,0,0
348,1,254,166,610,2.29,1,0
233,0,271,247,970,1.26,0,0
264,1,146,142,1226,3.18,0,2
42,1,276,63,884,2.85,0,3
251,1,100,94,306,2.38,0,0
94,1,193,92,419,2.93,0,0
44,0,291,110,769,1.0,0,0
334,0,399,218,1132,0.8,1,0
273,1,145,90,1231,1.64,0,0
55,0,225,85,553,1.65,0,0
331,1,286,99,570,2.08,0,3
132,1,355,104,831,3.34,0,0
312,1,112,88,226,1.49,1,0
184,1,236,128,891,3.25,0,0
124,1,163,95,124,1.74,0,0
295,0,167,112,1012,2.6,0,0
296,1,366,197,583,2.7,0,0
362,1,297,106,481,1.35,0,1
69,1,135,134,420,3.17,1,2
196,1,135,114,602,1.24,1,0
64,1,120,81,180,2.58,0,0
319,1,126,124,955,2.27,0,3
39,1,268,240,714,2.9,0,0
119,1,274,78,1171,1.84,0,0
176,1,377,251,774,2.71,0,0
281,1,125,68,1240,3.4,0,0
355,1,128,113,1257,2.72,0,0
65,1,397,54,144,2.82,1,3
37,1,198,116,1129,2.0,0,0
199,1,204,89,328,3.04,0,2
251,1,392,337,1165,0.63,0,0
177,0,186,181,1046,1.73,0,1
334,1,351,185,352,1.68,1,2
318,1,317,295,333,2.14,0,2
324,1,156,51,587,2.97,0,0
301,2,288,141,719,1.83,0,0
339,0,110,92,860,0.97,0,0
111,0,161,83,661,3.39,0,0
149,1,354,281,196,2.98,0,0
187,1,338,235,901,2.22,0,0
238,1,396,132,562,2.91,0,0
1,1,383,261,774,2.04,0,0
149,1,186,81,53,1.26,0,1
323,0,135,63,729,1.24,1,3
232,1,383,153,833,1.2,0,0
261,1,166,69,393,2.74,0,0
173,0,143,86,-37,0.59,0,2
7,1,122,53,369,2.67,0,0
355,0,193,143,167,3.09,1,3
19,1,123,52,307,1.12,1,2
139,0,253,130,319,2.0,0,0
290,1,229,219,1075,1.11,0,3
315,1,281,176,838,2.94,0,0
145,2,310,253,984,0.99,0,3
336,1,124,54,960,3.5,0,2
343,1,390,387,362,3.17,0,1
56,1,211,197,407,1.58,0,2
134,0,206,184,537,0.99,1,2
77,0,176,85,1009,1.81,0,0
231,0,137,76,660,2.55,1,0
133,0,329,120,884,2.49,1,0
345,1,222,198,1235,0.76,0,0
288,2,392,388,241,2.4,0,0
329,2,146,113,219,2.61,0,0
230,0,251,201,1222,1.16,0,0
216,1,130,74,405,0.54,0,0
64,1,373,102,119,2.78,0,3
336,1,246,53,991,2.49,0,0
126,0,155,131,216,2.24,1,0
125,1,163,132,281,3.04,0,0
40,1,336,178,320,1.98,0,0
326,0,255,96,1152,2.25,0,0
296,1,378,166,-41,2.31,0,0
97,1,280,75,626,1.92,0,0
357,1,203,143,412,1.29,0,2
55,1,110,77,538,1.28,0,2
109,1,106,84,491,2.14,1,0
86,1,345,165,958,3.24,0,0
81,0,130,69,217,1.41,0,0
84,2,322,194,830,2.01,1,0
160,1,106,71,1092,0.6,0,0
334,1,191,186,211,2.15,0,0
206,1,379,142,201,2.22,0,0
291,1,294,188,220,3.03,0,0
134,2,266,120,609,0.65,0,0
212,1,332,68,578,1.74,0,0
68,1,132,121,1114,2.35,0,0
24,1,329,279,174,0.72,0,0
82,1,141,114,886,3.45,0,0
107,0,312,59,932,0.53,0,0
318,2,382,165,142,0.83,1,0
165,0,277,275,207,1.83,0,3
201,1,192,102,105,2.73,0,0
56,1,265,146,995,3.04,0,0
362,0,163,158,155,1.88,0,3
204,1,219,102,600,0.98,0,3
264,1,171,140,443,2.68,0,0
332,1,224,157,641,2.51,0,2
244,1,180,57,837,1.88,1,3
186,0,360,86,1145,1.48,0,1
278,1,273,168,958,2.43,0,0
45,1,270,171,-35,3.11,0,0
167,1,289,110,526,3.28,0,0
83,1,193,164,931,3.1,0,0
165,1,170,80,1026,2.5,0,3
168,1,167,151,845,1.28,1,1
320,1,289,210,872,0.6,1,2
322,1,340,153,506,3.46,0,0
252,1,108,61,900,2.3,0,0
23,1,181,107,576,1.72,0,2
70,1,130,117,826,0.52,0,0
246,1,389,60,872,2.3,0,0
70,1,137,125,494,2.86,0,0
282,1,116,108,71,1.22,0,2
285,1,247,198,649,0.63,1,0
129,1,275,251,1041,0.51,0,2
271,0,294,272,94,1.42,0,0
253,1,366,80,451,0.81,0,0
26,1,119,55,592,2.72,0,3
213,2,266,64,724,1.52,1,1
347,2,257,251,971,0.92,0,2
275,1,295,248,409,0.73,0,0
232,1,254,148,407,2.03,0,1
248,0,399,300,646,2.15,0,0
269,1,382,263,345,3.38,0,0
187,1,204,99,606,1.27,0,0
252,0,186,140,432,1.24,0,0
41,1,128,75,1116,1.6,1,0
10,1,191,93,549,2.98,1,0
65,1,161,74,985,2.75,0,0
189,0,199,108,295,3.43,0,0
215,1,224,126,1201,3.3,0,3
155,2,341,244,1077,1.41,0,0
131,1,229,85,518,0.86,0,2
290,1,335,297,127,1.4,0,2
43,2,276,54,215,2.73,0,0
248,0,360,148,1160,1.58,0,1
314,1,212,88,1116,3.15,0,0
184,1,256,236,1127,0.83,0,0
14,1,393,190,136,2.46,0,0
218,1,264,238,368,2.13,0,0
249,1,235,145,679,2.05,0,0
83,1,212,211,749,2.89,0,3
177,1,359,141,1070,2.82,0,2
154,0,274,137,574,2.17,0,0
173,1,374,335,536,3.03,0,3
198,1,186,174,68,0.53,1,0
116,1,105,98,444,3.22,0,2
340,0,150,128,941,0.51,0,0
137,2,260,63,385,2.19,0,0
306,1,270,193,360,2.14,0,2
201,2,112,100,779,2.77,0,0
267,1,131,53,1225,3.46,1,0
254,0,157,130,340,1.07,0,2
162,1,320,93,1055,1.94,0,1
316,1,126,69,76,1.32,0,0
355,0,137,93,1094,3.02,0,1
83,1,378,275,891,1.25,0,0
260,0,189,95,857,1.47,0,2
233,1,296,235,765,3.39,0,0
90,0,375,358,870,3.19,1,0
266,1,122,120,905,2.79,0,2
183,0,360,99,895,2.5,1,2
226,1,225,69,858,1.15,0,3
181,1,296,273,774,2.51,0,0
297,0,318,92,1011,3.43,0,0
149,1,152,82,578,2.49,1,0
340,0,234,138,1189,3.02,0,0
324,1,307,287,894,3.29,0,0
258,0,312,280,418,1.29,0,0
98,0,319,224,826,2.56,0,3
216,1,116,88,931,2.17,0,0
88,1,223,175,225,2.02,0,0
149,1,128,93,196,1.78,1,0
167,1,339,107,500,3.17,0,2
280,2,103,79,809,0.92,0,1
2,1,189,176,785,1.98,0,0
137,1,366,356,891,1.96,0,0
249,1,274,104,375,2.74,0,2
165,2,371,258,1071,3.31,0,3
304,1,312,282,368,2.5,0,0
318,1,375,50,1247,0.68,0,2
16,1,174,84,192,0.54,0,0
284,1,349,152,1197,1.13,0,0
278,0,311,249,246,1.95,0,0
182,1,126,116,277,2.64,0,0
242,1,377,126,768,3.37,1,2
87,1,200,197,253,1.72,1,2
268,1,213,86,767,1.07,0,0
67,1,284,156,820,1.5,0,1
107,2,336,279,828,1.85,0,2
317,1,242,207,696,2.17,0,0
165,0,337,150,77,0.75,0,0
313,1,172,162,716,1.81,0,0
57,1,285,167,637,3.35,0,2
195,1,325,293,363,2.69,1,3
299,1,292,273,596,2.21,0,0
253,2,250,190,295,1.8,0,0
75,1,103,70,1084,2.19,0,2
169,1,141,127,1049,2.46,0,0
133,1,118,67,105,3.46,0,3
74,1,384,269,422,2.38,0,2
296,1,260,224,1062,0.57,0,2
182,1,210,189,334,2.58,1,0
93,0,292,82,1103,2.25,0,0
292,1,179,127,717,2.31,0,0
292,2,229,74,515,1.64,0,0
13,1,138,62,288,3.13,0,2
172,1,390,259,456,2.66,0,0
66,1,159,110,1114,0.84,0,1
9,1,182,100,1191,2.09,0,0
252,0,167,120,307,2.27,0,0
219,1,381,307,1074,1.04,0,0
256,1,279,185,605,3.44,0,0
213,1,239,227,1133,2.15,0,0
19,1,270,213,876,2.89,1,0
109,0,211,74,1149,2.56,0,3
354,1,357,352,794,2.97,0,3
86,0,102,51,1014,1.24,0,2
198,2,192,66,950,2.59,0,0
48,1,247,88,1233,2.84,0,0
135,1,329,81,574,1.68,0,0
274,1,100,66,238,0.71,0,3
352,1,316,142,932,0.59,0,0
165,1,244,213,1149,1.03,1,0
267,1,381,233,34,3.22,0,2
21,1,113,86,648,1.67,0,3
213,1,365,130,821,2.88,0,2
156,1,229,227,1102,2.7,0,1
134,1,356,65,1179,0.55,0,0
309,0,194,57,233,0.75,1,0
197,1,153,114,1109,2.46,1,2
195,1,282,222,914,1.45,0,3
18,1,169,137,1040,3.19,1,0
327,0,180,70,345,1.55,0,0
325,0,244,233,748,2.63,0,0
227,0,238,206,453,0.77,0,2
314,1,160,115,873,1.04,0,0
16,1,337,111,193,2.26,0,2
156,1,304,254,285,1.12,0,0
314,1,287,156,276,1.61,0,0
30,2,197,124,881,3.47,1,0
5,1,333,216,702,3.08,0,0
297,2,390,253,326,3.33,0,2
253,1,196,64,772,1.9,1,2
203,0,152,105,725,2.75,0,0
287,1,221,177,597,0.71,0,2
321,1,260,111,779,3.38,0,0
27,1,276,51,754,3.48,1,2
295,1,145,91,413,0.5,0,0
126,0,277,152,665,2.3,0,0
153,1,229,55,879,1.05,0,0
21,1,399,317,574,2.35,0,2
72,1,146,120,65,2.74,0,0
152,1,194,118,182,3.36,0,0
195,0,234,182,1198,3.46,0,3
190,2,386,246,825,1.76,0,0
101,2,387,328,679,1.48,0,0
46,1,388,204,203,0.67,0,0
101,1,331,82,838,2.78,0,0
324,1,169,162,261,0.64,0,0
193,0,343,197,1223,1.13,0,0
269,1,326,64,570,1.03,0,0
308,1,328,171,978,0.86,0,0
13,0,268,126,856,2.66,0,2
91,1,337,82,385,1.07,1,2
83,0,286,250,561,1.49,0,0
238,1,163,95,881,0.95,0,2
55,0,356,81,720,1.23,0,0
245,0,211,200,830,1.27,0,0
296,2,137,122,1055,1.89,0,0
276,0,186,100,420,1.81,0,1
362,1,355,137,751,1.15,1,2
32,0,370,79,13,2.3,0,0
240,1,222,156,851,0.69,1,3
16,1,214,206,428,3.27,0,1
23,1,215,173,455,1.07,0,0
343,1,191,167,1021,2.52,1,0
309,0,114,91,857,2.12,1,0
333,1,208,164,141,2.82,0,0
120,0,124,115,281,0.76,0,3
199,1,152,131,857,1.47,0,0
232,1,376,343,859,0.87,0,2
301,1,202,173,323,2.85,1,0
210,1,349,325,536,1.85,0,3
294,1,295,213,636,1.1,0,0
56,1,396,278,645,0.93,0,2
150,1,377,300,861,2.27,0,0
5,1,286,278,800,2.31,0,0
46,1,239,144,308,2.12,1,0
343,0,241,129,356,3.36,1,0
67,1,131,106,1186,1.07,1,0
196,1,187,110,154,1.95,0,0
268,1,348,257,720,1.86,0,0
59,1,385,315,902,3.4,0,0
208,1,231,174,659,3.04,0,2
59,1,342,303,985,2.01,1,0
255,1,272,261,757,1.62,0,2
14,0,206,152,928,2.05,0,2
322,0,133,90,219,0.73,0,0
101,0,322,256,1066,0.84,0,0
122,1,262,74,434,2.49,0,1
288,0,361,251,164,0.75,0,0
84,1,117,106,1007,2.42,1,0
322,2,150,61,506,1.93,0,0
305,1,309,126,317,2.43,1,0
61,2,183,142,282,0.78,0,2
81,0,349,118,845,2.18,0,0
332,1,222,85,704,0.74,0,2
252,0,293,139,645,2.59,0,0
176,1,166,98,622,3.0,0,0
47,0,271,195,715,0.91,0,0
319,2,236,79,370,2.22,1,0
316,1,209,97,1213,2.78,0,1
156,1,222,113,894,1.33,0,1
272,1,139,130,176,3.22,0,0
80,1,122,54,483,2.16,0,0
171,1,273,241,409,0.92,0,0
10,1,323,257,358,1.94,0,2
153,0,368,146,138,2.29,0,0
230,1,150,84,71,1.38,0,0
170,1,201,185,774,1.49,0,0
232,2,378,89,384,1.58,1,0
136,1,376,189,600,0.51,1,0
225,0,112,98,324,1.27,0,0
262,2,365,293,758,0.98,0,2
185,0,123,64,329,3.38,0,0
247,0,204,133,282,2.94,0,3
227,1,356,257,304,1.53,0,2
109,0,187,156,304,3.1,0,0
326,1,163,138,1161,3.26,0,0
109,1,168,129,808,3.4,0,2
224,1,148,76,276,0.77,0,2
54,1,321,168,947,1.22,1,3
221,1,305,274,235,3.19,0,0
43,1,380,216,235,1.92,0,0
18,1,130,123,167,2.29,0,0
228,0,297,126,258,1.25,0,0
340,2,158,86,444,2.41,0,0
5,2,176,128,111,0.7,1,0
195,0,131,89,988,1.28,0,0
226,0,114,74,632,0.84,0,0
11,1,236,202,763,2.95,0,0
116,2,308,271,1018,0.72,0,0
131,1,238,57,1059,2.66,0,0
51,1,367,289,250,3.18,0,0
19,1,202,105,216,2.83,0,0
69,1,229,65,304,2.35,0,0
80,1,155,125,388,1.08,0,3
138,0,355,87,754,2.27,0,0
74,1,115,91,642,2.5,0,0
278,1,343,183,1122,0.69,0,0
190,1,145,133,-41,1.03,0,0
259,1,137,77,578,2.84,0,0
207,1,272,237,502,1.93,0,0
331,1,359,293,476,1.56,0,0
182,1,334,115,657,1.08,1,0
321,1,113,102,998,0.72,0,0
364,0,376,339,411,1.13,0,1
326,1,280,57,423,3.14,0,0
71,1,240,238,1018,1.45,0,0
57,0,221,128,1007,2.88,0,0
349,1,242,237,556,0.89,0,0
246,1,208,152,1013,2.52,0,2
198,1,359,184,708,2.84,0,0
60,1,147,109,543,1.03,0,1
253,2,348,338,125,2.6,0,0
222,1,131,93,210,2.98,1,3
248,1,156,79,246,3.09,0,0
40,2,191,147,213,1.3,0,3
64,1,234,53,305,2.45,0,0
163,1,123,73,420,1.88,0,3
190,1,144,95,555,3.46,0,0
194,1,148,79,1040,2.25,0,2
356,0,112,80,529,0.94,1,2
250,1,344,116,1180,3.01,0,0
186,0,219,209,954,1.21,0,0
79,1,246,229,23,2.88,0,0
356,1,223,131,688,1.28,0,2
234,1,118,82,323,2.51,0,0
214,1,348,70,855,0.56,0,0
308,2,155,114,1214,0.76,0,0
278,1,130,127,525,0.68,0,0
50,1,142,102,992,1.45,0,0
162,1,183,62,575,1.57,0,0
234,1,309,166,819,1.74,0,3
78,1,326,122,605,2.67,0,0
38,0,106,59,155,2.05,0,3
333,1,239,149,1031,1.86,0,0
337,2,121,72,541,1.61,0,0
157,1,354,189,1164,0.96,0,2
53,1,358,94,632,0.54,0,0
147,1,192,91,1094,1.92,0,0
101,1,190,89,371,0.96,0,0
309,0,283,74,158,1.46,0,0
216,1,270,265,431,2.7,0,0
64,1,254,244,976,1.08,0,1
248,1,322,154,1122,2.28,0,2
187,0,133,94,880,2.1,0,0
45,0,384,148,264,2.8,1,2
188,1,206,196,758,0.87,0,0
150,1,258,224,348,2.8,0,0
349,1,390,326,1119,1.86,0,2
181,0,253,108,541,2.51,0,3
